participantID,StartDate,day,mood
sp10-01-17,2010-05-25T03:46:42Z,2010-05-22,Calm or peaceful
sp10-01-17,2010-05-25T03:46:42Z,2010-05-23,Happy or content
sp10-01-17,2010-05-25T03:46:42Z,2010-05-23,Calm or peaceful
sp10-01-17,2010-05-25T03:46:42Z,2010-05-17,Sad or depressed
sp10-01-17,2010-05-25T03:46:42Z,2010-05-18,Calm or peaceful
sp10-01-17,2010-05-25T03:46:42Z,2010-05-19,Calm or peaceful
sp10-01-17,2010-05-25T03:46:42Z,2010-05-20,Calm or peaceful
sp10-01-17,2010-05-25T03:46:42Z,2010-05-21,Happy or content
sp10-01-17,2010-05-25T03:46:42Z,2010-05-22,Happy or content
sp10-01-17,2010-05-25T03:46:42Z,2010-05-23,Happy or content
sp10-01-25,2010-05-25T01:55:25Z,2010-05-17,Happy or content
sp10-01-25,2010-05-25T01:55:25Z,2010-05-18,Happy or content
sp10-01-25,2010-05-25T01:55:25Z,2010-05-19,Happy or content
sp10-01-25,2010-05-25T01:55:25Z,2010-05-20,Happy or content
sp10-01-25,2010-05-25T01:55:25Z,2010-05-21,Happy or content
sp10-01-25,2010-05-25T01:55:25Z,2010-05-22,Happy or content
sp10-01-25,2010-05-25T01:55:25Z,2010-05-23,Happy or content
sp10-01-25,2010-05-25T01:55:25Z,2010-05-17,Happy or content
sp10-01-25,2010-05-25T01:55:25Z,2010-05-18,Happy or content
sp10-01-25,2010-05-25T01:55:25Z,2010-05-19,Happy or content
sp10-01-25,2010-05-25T01:55:25Z,2010-05-20,Happy or content
sp10-01-25,2010-05-25T01:55:25Z,2010-05-21,Happy or content
sp10-01-25,2010-05-25T01:55:25Z,2010-05-22,Happy or content
sp10-01-25,2010-05-25T01:55:25Z,2010-05-23,Happy or content
sp10-01-24,2010-05-25T01:35:46Z,2010-05-17,Happy or content
sp10-01-24,2010-05-25T01:35:46Z,2010-05-18,Happy or content
sp10-01-24,2010-05-25T01:35:46Z,2010-05-19,Happy or content
sp10-01-24,2010-05-25T01:35:46Z,2010-05-20,Happy or content
sp10-01-24,2010-05-25T01:35:46Z,2010-05-21,Happy or content
sp10-01-24,2010-05-25T01:35:46Z,2010-05-22,Happy or content
sp10-01-24,2010-05-25T01:35:46Z,2010-05-23,Happy or content
sp10-01-24,2010-05-25T01:35:46Z,2010-05-17,Happy or content
sp10-01-24,2010-05-25T01:35:46Z,2010-05-18,Happy or content
sp10-01-24,2010-05-25T01:35:46Z,2010-05-19,Happy or content
sp10-01-24,2010-05-25T01:35:46Z,2010-05-20,Happy or content
sp10-01-24,2010-05-25T01:35:46Z,2010-05-21,Happy or content
sp10-01-24,2010-05-25T01:35:46Z,2010-05-22,Happy or content
sp10-01-24,2010-05-25T01:35:46Z,2010-05-23,Happy or content
sp10-01-10,2010-05-25T01:58:37Z,2010-05-17,Stressed or anxious
sp10-01-10,2010-05-25T01:58:37Z,2010-05-18,Happy or content
sp10-01-10,2010-05-25T01:58:37Z,2010-05-18,Stressed or anxious
sp10-01-10,2010-05-25T01:58:37Z,2010-05-19,Happy or content
sp10-01-10,2010-05-25T01:58:37Z,2010-05-19,Stressed or anxious
sp10-01-10,2010-05-25T01:58:37Z,2010-05-20,Happy or content
sp10-01-10,2010-05-25T01:58:37Z,2010-05-20,Stressed or anxious
sp10-01-10,2010-05-25T01:58:37Z,2010-05-21,Happy or content
sp10-01-10,2010-05-25T01:58:37Z,2010-05-21,Calm or peaceful
sp10-01-10,2010-05-25T01:58:37Z,2010-05-22,Happy or content
sp10-01-10,2010-05-25T01:58:37Z,2010-05-23,Happy or content
sp10-01-10,2010-05-25T01:58:37Z,2010-05-17,Stressed or anxious
sp10-01-10,2010-05-25T01:58:37Z,2010-05-18,Happy or content
sp10-01-10,2010-05-25T01:58:37Z,2010-05-19,Happy or content
sp10-01-10,2010-05-25T01:58:37Z,2010-05-20,Happy or content
sp10-01-10,2010-05-25T01:58:37Z,2010-05-21,Calm or peaceful
sp10-01-10,2010-05-25T01:58:37Z,2010-05-22,Happy or content
sp10-01-10,2010-05-25T01:58:37Z,2010-05-23,Happy or content
sp10-01-06,2010-05-25T01:19:19Z,2010-05-17,Happy or content
sp10-01-06,2010-05-25T01:19:19Z,2010-05-18,Happy or content
sp10-01-06,2010-05-25T01:19:19Z,2010-05-19,Happy or content
sp10-01-06,2010-05-25T01:19:19Z,2010-05-20,Happy or content
sp10-01-06,2010-05-25T01:19:19Z,2010-05-21,Happy or content
sp10-01-06,2010-05-25T01:19:19Z,2010-05-23,Happy or content
sp10-01-06,2010-05-25T01:19:19Z,2010-05-17,Happy or content
sp10-01-06,2010-05-25T01:19:19Z,2010-05-18,Happy or content
sp10-01-06,2010-05-25T01:19:19Z,2010-05-19,Happy or content
sp10-01-06,2010-05-25T01:19:19Z,2010-05-20,Happy or content
sp10-01-06,2010-05-25T01:19:19Z,2010-05-21,Happy or content
sp10-01-06,2010-05-25T01:19:19Z,2010-05-22,Happy or content
sp10-01-06,2010-05-25T01:19:19Z,2010-05-23,Happy or content
sp10-01-16,2010-05-25T00:29:31Z,2010-05-17,Stressed or anxious
sp10-01-16,2010-05-25T00:29:31Z,2010-05-18,Stressed or anxious
sp10-01-16,2010-05-25T00:29:31Z,2010-05-19,Stressed or anxious
sp10-01-16,2010-05-25T00:29:31Z,2010-05-19,Angry or frustrated
sp10-01-16,2010-05-25T00:29:31Z,2010-05-20,Stressed or anxious
sp10-01-16,2010-05-25T00:29:31Z,2010-05-20,Angry or frustrated
sp10-01-16,2010-05-25T00:29:31Z,2010-05-21,Stressed or anxious
sp10-01-16,2010-05-25T00:29:31Z,2010-05-21,Angry or frustrated
sp10-01-16,2010-05-25T00:29:31Z,2010-05-22,Calm or peaceful
sp10-01-16,2010-05-25T00:29:31Z,2010-05-22,Sad or depressed
sp10-01-16,2010-05-25T00:29:31Z,2010-05-23,Calm or peaceful
sp10-01-16,2010-05-25T00:29:31Z,2010-05-23,Sad or depressed
sp10-01-16,2010-05-25T00:29:31Z,2010-05-17,Stressed or anxious
sp10-01-16,2010-05-25T00:29:31Z,2010-05-18,Stressed or anxious
sp10-01-16,2010-05-25T00:29:31Z,2010-05-19,Stressed or anxious
sp10-01-16,2010-05-25T00:29:31Z,2010-05-20,Stressed or anxious
sp10-01-16,2010-05-25T00:29:31Z,2010-05-21,Stressed or anxious
sp10-01-16,2010-05-25T00:29:31Z,2010-05-22,Sad or depressed
sp10-01-16,2010-05-25T00:29:31Z,2010-05-23,Sad or depressed
sp10-01-45,2010-05-25T00:05:41Z,2010-05-17,Happy or content
sp10-01-45,2010-05-25T00:05:41Z,2010-05-18,Happy or content
sp10-01-45,2010-05-25T00:05:41Z,2010-05-18,Stressed or anxious
sp10-01-45,2010-05-25T00:05:41Z,2010-05-19,Happy or content
sp10-01-45,2010-05-25T00:05:41Z,2010-05-20,Happy or content
sp10-01-45,2010-05-25T00:05:41Z,2010-05-21,Happy or content
sp10-01-45,2010-05-25T00:05:41Z,2010-05-21,Calm or peaceful
sp10-01-45,2010-05-25T00:05:41Z,2010-05-21,Stressed or anxious
sp10-01-45,2010-05-25T00:05:41Z,2010-05-22,Happy or content
sp10-01-45,2010-05-25T00:05:41Z,2010-05-22,Calm or peaceful
sp10-01-45,2010-05-25T00:05:41Z,2010-05-22,Stressed or anxious
sp10-01-45,2010-05-25T00:05:41Z,2010-05-23,Happy or content
sp10-01-45,2010-05-25T00:05:41Z,2010-05-23,Angry or frustrated
sp10-01-45,2010-05-25T00:05:41Z,2010-05-17,Happy or content
sp10-01-45,2010-05-25T00:05:41Z,2010-05-18,Happy or content
sp10-01-45,2010-05-25T00:05:41Z,2010-05-19,Happy or content
sp10-01-45,2010-05-25T00:05:41Z,2010-05-20,Happy or content
sp10-01-45,2010-05-25T00:05:41Z,2010-05-21,Calm or peaceful
sp10-01-45,2010-05-25T00:05:41Z,2010-05-22,Calm or peaceful
sp10-01-45,2010-05-25T00:05:41Z,2010-05-23,Happy or content
sp10-01-05,2010-05-24T21:38:31Z,2010-05-17,Happy or content
sp10-01-05,2010-05-24T21:38:31Z,2010-05-18,Happy or content
sp10-01-05,2010-05-24T21:38:31Z,2010-05-19,Happy or content
sp10-01-05,2010-05-24T21:38:31Z,2010-05-20,Happy or content
sp10-01-05,2010-05-24T21:38:31Z,2010-05-21,Happy or content
sp10-01-05,2010-05-24T21:38:31Z,2010-05-22,Happy or content
sp10-01-05,2010-05-24T21:38:31Z,2010-05-23,Happy or content
sp10-01-05,2010-05-24T21:38:31Z,2010-05-17,Happy or content
sp10-01-05,2010-05-24T21:38:31Z,2010-05-18,Happy or content
sp10-01-05,2010-05-24T21:38:31Z,2010-05-19,Happy or content
sp10-01-05,2010-05-24T21:38:31Z,2010-05-20,Happy or content
sp10-01-05,2010-05-24T21:38:31Z,2010-05-21,Happy or content
sp10-01-05,2010-05-24T21:38:31Z,2010-05-22,Happy or content
sp10-01-05,2010-05-24T21:38:31Z,2010-05-23,Happy or content
sp10-01-41,2010-05-24T20:24:44Z,2010-05-17,Happy or content
sp10-01-41,2010-05-24T20:24:44Z,2010-05-18,Happy or content
sp10-01-41,2010-05-24T20:24:44Z,2010-05-18,Stressed or anxious
sp10-01-41,2010-05-24T20:24:44Z,2010-05-19,Happy or content
sp10-01-41,2010-05-24T20:24:44Z,2010-05-19,Stressed or anxious
sp10-01-41,2010-05-24T20:24:44Z,2010-05-20,Happy or content
sp10-01-41,2010-05-24T20:24:44Z,2010-05-20,Stressed or anxious
sp10-01-41,2010-05-24T20:24:44Z,2010-05-21,Happy or content
sp10-01-41,2010-05-24T20:24:44Z,2010-05-21,Calm or peaceful
sp10-01-41,2010-05-24T20:24:44Z,2010-05-21,Stressed or anxious
sp10-01-41,2010-05-24T20:24:44Z,2010-05-22,Happy or content
sp10-01-41,2010-05-24T20:24:44Z,2010-05-22,Stressed or anxious
sp10-01-41,2010-05-24T20:24:44Z,2010-05-23,Happy or content
sp10-01-41,2010-05-24T20:24:44Z,2010-05-23,Calm or peaceful
sp10-01-41,2010-05-24T20:24:44Z,2010-05-23,Stressed or anxious
sp10-01-41,2010-05-24T20:24:44Z,2010-05-17,Happy or content
sp10-01-41,2010-05-24T20:24:44Z,2010-05-18,Stressed or anxious
sp10-01-41,2010-05-24T20:24:44Z,2010-05-19,Happy or content
sp10-01-41,2010-05-24T20:24:44Z,2010-05-20,Happy or content
sp10-01-41,2010-05-24T20:24:44Z,2010-05-21,Stressed or anxious
sp10-01-41,2010-05-24T20:24:44Z,2010-05-22,Stressed or anxious
sp10-01-41,2010-05-24T20:24:44Z,2010-05-23,Happy or content
sp10-01-39,2010-05-24T17:33:19Z,2010-05-17,Happy or content
sp10-01-39,2010-05-24T17:33:19Z,2010-05-17,Stressed or anxious
sp10-01-39,2010-05-24T17:33:19Z,2010-05-18,Happy or content
sp10-01-39,2010-05-24T17:33:19Z,2010-05-18,Calm or peaceful
sp10-01-39,2010-05-24T17:33:19Z,2010-05-19,Happy or content
sp10-01-39,2010-05-24T17:33:19Z,2010-05-19,Calm or peaceful
sp10-01-39,2010-05-24T17:33:19Z,2010-05-19,Stressed or anxious
sp10-01-39,2010-05-24T17:33:19Z,2010-05-19,Sad or depressed
sp10-01-39,2010-05-24T17:33:19Z,2010-05-20,Happy or content
sp10-01-39,2010-05-24T17:33:19Z,2010-05-20,Calm or peaceful
sp10-01-39,2010-05-24T17:33:19Z,2010-05-21,Happy or content
sp10-01-39,2010-05-24T17:33:19Z,2010-05-21,Stressed or anxious
sp10-01-39,2010-05-24T17:33:19Z,2010-05-22,Happy or content
sp10-01-39,2010-05-24T17:33:19Z,2010-05-22,Calm or peaceful
sp10-01-39,2010-05-24T17:33:19Z,2010-05-23,Happy or content
sp10-01-39,2010-05-24T17:33:19Z,2010-05-17,Happy or content
sp10-01-39,2010-05-24T17:33:19Z,2010-05-18,Happy or content
sp10-01-39,2010-05-24T17:33:19Z,2010-05-19,Happy or content
sp10-01-39,2010-05-24T17:33:19Z,2010-05-20,Calm or peaceful
sp10-01-39,2010-05-24T17:33:19Z,2010-05-21,Happy or content
sp10-01-39,2010-05-24T17:33:19Z,2010-05-22,Calm or peaceful
sp10-01-39,2010-05-24T17:33:19Z,2010-05-23,Calm or peaceful
sp10-01-30,2010-05-24T20:03:33Z,2010-05-17,Happy or content
sp10-01-30,2010-05-24T20:03:33Z,2010-05-18,Happy or content
sp10-01-30,2010-05-24T20:03:33Z,2010-05-18,Calm or peaceful
sp10-01-30,2010-05-24T20:03:33Z,2010-05-18,Angry or frustrated
sp10-01-30,2010-05-24T20:03:33Z,2010-05-19,Happy or content
sp10-01-30,2010-05-24T20:03:33Z,2010-05-19,Calm or peaceful
sp10-01-30,2010-05-24T20:03:33Z,2010-05-20,Happy or content
sp10-01-30,2010-05-24T20:03:33Z,2010-05-20,Stressed or anxious
sp10-01-30,2010-05-24T20:03:33Z,2010-05-21,Calm or peaceful
sp10-01-30,2010-05-24T20:03:33Z,2010-05-22,Stressed or anxious
sp10-01-30,2010-05-24T20:03:33Z,2010-05-22,Sad or depressed
sp10-01-30,2010-05-24T20:03:33Z,2010-05-23,Happy or content
sp10-01-30,2010-05-24T20:03:33Z,2010-05-23,Calm or peaceful
sp10-01-30,2010-05-24T20:03:33Z,2010-05-17,Happy or content
sp10-01-30,2010-05-24T20:03:33Z,2010-05-18,Happy or content
sp10-01-30,2010-05-24T20:03:33Z,2010-05-19,Happy or content
sp10-01-30,2010-05-24T20:03:33Z,2010-05-20,Happy or content
sp10-01-30,2010-05-24T20:03:33Z,2010-05-21,Calm or peaceful
sp10-01-30,2010-05-24T20:03:33Z,2010-05-22,Sad or depressed
sp10-01-30,2010-05-24T20:03:33Z,2010-05-23,Happy or content
sp10-01-07,2010-05-24T20:01:29Z,2010-05-17,Happy or content
sp10-01-07,2010-05-24T20:01:29Z,2010-05-17,Stressed or anxious
sp10-01-07,2010-05-24T20:01:29Z,2010-05-18,Happy or content
sp10-01-07,2010-05-24T20:01:29Z,2010-05-18,Stressed or anxious
sp10-01-07,2010-05-24T20:01:29Z,2010-05-19,Happy or content
sp10-01-07,2010-05-24T20:01:29Z,2010-05-19,Stressed or anxious
sp10-01-07,2010-05-24T20:01:29Z,2010-05-20,Happy or content
sp10-01-07,2010-05-24T20:01:29Z,2010-05-21,Happy or content
sp10-01-07,2010-05-24T20:01:29Z,2010-05-22,Happy or content
sp10-01-07,2010-05-24T20:01:29Z,2010-05-22,Calm or peaceful
sp10-01-07,2010-05-24T20:01:29Z,2010-05-23,Happy or content
sp10-01-07,2010-05-24T20:01:29Z,2010-05-23,Calm or peaceful
sp10-01-07,2010-05-24T20:01:29Z,2010-05-17,Stressed or anxious
sp10-01-07,2010-05-24T20:01:29Z,2010-05-18,Stressed or anxious
sp10-01-07,2010-05-24T20:01:29Z,2010-05-19,Happy or content
sp10-01-07,2010-05-24T20:01:29Z,2010-05-20,Happy or content
sp10-01-07,2010-05-24T20:01:29Z,2010-05-21,Happy or content
sp10-01-07,2010-05-24T20:01:29Z,2010-05-22,Calm or peaceful
sp10-01-07,2010-05-24T20:01:29Z,2010-05-23,Calm or peaceful
sp10-01-13,2010-05-24T18:13:57Z,2010-05-17,Calm or peaceful
sp10-01-13,2010-05-24T18:13:57Z,2010-05-18,Calm or peaceful
sp10-01-13,2010-05-24T18:13:57Z,2010-05-19,Calm or peaceful
sp10-01-13,2010-05-24T18:13:57Z,2010-05-20,Calm or peaceful
sp10-01-13,2010-05-24T18:13:57Z,2010-05-21,Calm or peaceful
sp10-01-13,2010-05-24T18:13:57Z,2010-05-22,Calm or peaceful
sp10-01-13,2010-05-24T18:13:57Z,2010-05-23,Calm or peaceful
sp10-01-13,2010-05-24T18:13:57Z,2010-05-17,Calm or peaceful
sp10-01-13,2010-05-24T18:13:57Z,2010-05-18,Calm or peaceful
sp10-01-13,2010-05-24T18:13:57Z,2010-05-19,Calm or peaceful
sp10-01-13,2010-05-24T18:13:57Z,2010-05-20,Calm or peaceful
sp10-01-13,2010-05-24T18:13:57Z,2010-05-21,Calm or peaceful
sp10-01-13,2010-05-24T18:13:57Z,2010-05-22,Calm or peaceful
sp10-01-13,2010-05-24T18:13:57Z,2010-05-23,Calm or peaceful
sp10-01-18,2010-05-24T14:05:57Z,2010-05-17,Calm or peaceful
sp10-01-18,2010-05-24T14:05:57Z,2010-05-18,Calm or peaceful
sp10-01-18,2010-05-24T14:05:57Z,2010-05-19,Calm or peaceful
sp10-01-18,2010-05-24T14:05:57Z,2010-05-20,Calm or peaceful
sp10-01-18,2010-05-24T14:05:57Z,2010-05-21,Stressed or anxious
sp10-01-18,2010-05-24T14:05:57Z,2010-05-21,Sad or depressed
sp10-01-18,2010-05-24T14:05:57Z,2010-05-22,Calm or peaceful
sp10-01-18,2010-05-24T14:05:57Z,2010-05-22,Stressed or anxious
sp10-01-18,2010-05-24T14:05:57Z,2010-05-23,Happy or content
sp10-01-18,2010-05-24T14:05:57Z,2010-05-23,Calm or peaceful
sp10-01-18,2010-05-24T14:05:57Z,2010-05-17,Calm or peaceful
sp10-01-18,2010-05-24T14:05:57Z,2010-05-18,Calm or peaceful
sp10-01-18,2010-05-24T14:05:57Z,2010-05-19,Calm or peaceful
sp10-01-18,2010-05-24T14:05:57Z,2010-05-20,Calm or peaceful
sp10-01-18,2010-05-24T14:05:57Z,2010-05-21,Stressed or anxious
sp10-01-18,2010-05-24T14:05:57Z,2010-05-22,Calm or peaceful
sp10-01-18,2010-05-24T14:05:57Z,2010-05-23,Calm or peaceful
sp10-01-49,2010-05-24T14:37:26Z,2010-05-17,Happy or content
sp10-01-49,2010-05-24T14:37:26Z,2010-05-17,Stressed or anxious
sp10-01-49,2010-05-24T14:37:26Z,2010-05-18,Happy or content
sp10-01-49,2010-05-24T14:37:26Z,2010-05-18,Stressed or anxious
sp10-01-49,2010-05-24T14:37:26Z,2010-05-19,Happy or content
sp10-01-49,2010-05-24T14:37:26Z,2010-05-20,Happy or content
sp10-01-49,2010-05-24T14:37:26Z,2010-05-21,Happy or content
sp10-01-49,2010-05-24T14:37:26Z,2010-05-21,Calm or peaceful
sp10-01-49,2010-05-24T14:37:26Z,2010-05-22,Happy or content
sp10-01-49,2010-05-24T14:37:26Z,2010-05-22,Angry or frustrated
sp10-01-49,2010-05-24T14:37:26Z,2010-05-23,Happy or content
sp10-01-49,2010-05-24T14:37:26Z,2010-05-23,Calm or peaceful
sp10-01-49,2010-05-24T14:37:26Z,2010-05-23,Stressed or anxious
sp10-01-49,2010-05-24T14:37:26Z,2010-05-17,Happy or content
sp10-01-49,2010-05-24T14:37:26Z,2010-05-18,Happy or content
sp10-01-49,2010-05-24T14:37:26Z,2010-05-19,Happy or content
sp10-01-49,2010-05-24T14:37:26Z,2010-05-20,Happy or content
sp10-01-49,2010-05-24T14:37:26Z,2010-05-21,Happy or content
sp10-01-49,2010-05-24T14:37:26Z,2010-05-22,Happy or content
sp10-01-49,2010-05-24T14:37:26Z,2010-05-23,Happy or content
sp10-01-55,2010-05-24T14:24:29Z,2010-05-17,Calm or peaceful
sp10-01-55,2010-05-24T14:24:29Z,2010-05-17,Stressed or anxious
sp10-01-55,2010-05-24T14:24:29Z,2010-05-17,Sad or depressed
sp10-01-55,2010-05-24T14:24:29Z,2010-05-17,Angry or frustrated
sp10-01-55,2010-05-24T14:24:29Z,2010-05-18,Happy or content
sp10-01-55,2010-05-24T14:24:29Z,2010-05-19,Happy or content
sp10-01-55,2010-05-24T14:24:29Z,2010-05-19,Stressed or anxious
sp10-01-55,2010-05-24T14:24:29Z,2010-05-20,Happy or content
sp10-01-55,2010-05-24T14:24:29Z,2010-05-21,Calm or peaceful
sp10-01-55,2010-05-24T14:24:29Z,2010-05-22,Happy or content
sp10-01-55,2010-05-24T14:24:29Z,2010-05-23,Happy or content
sp10-01-55,2010-05-24T14:24:29Z,2010-05-23,Angry or frustrated
sp10-01-55,2010-05-24T14:24:29Z,2010-05-17,Angry or frustrated
sp10-01-55,2010-05-24T14:24:29Z,2010-05-18,Happy or content
sp10-01-55,2010-05-24T14:24:29Z,2010-05-19,Happy or content
sp10-01-55,2010-05-24T14:24:29Z,2010-05-20,Happy or content
sp10-01-55,2010-05-24T14:24:29Z,2010-05-21,Calm or peaceful
sp10-01-55,2010-05-24T14:24:29Z,2010-05-22,Happy or content
sp10-01-55,2010-05-24T14:24:29Z,2010-05-23,Happy or content
sp10-01-38,2010-05-24T13:25:33Z,2010-05-17,Happy or content
sp10-01-38,2010-05-24T13:25:33Z,2010-05-17,Calm or peaceful
sp10-01-38,2010-05-24T13:25:33Z,2010-05-18,Happy or content
sp10-01-38,2010-05-24T13:25:33Z,2010-05-19,Happy or content
sp10-01-38,2010-05-24T13:25:33Z,2010-05-20,Happy or content
sp10-01-38,2010-05-24T13:25:33Z,2010-05-20,Calm or peaceful
sp10-01-38,2010-05-24T13:25:33Z,2010-05-21,Happy or content
sp10-01-38,2010-05-24T13:25:33Z,2010-05-21,Calm or peaceful
sp10-01-38,2010-05-24T13:25:33Z,2010-05-22,Happy or content
sp10-01-38,2010-05-24T13:25:33Z,2010-05-22,Calm or peaceful
sp10-01-38,2010-05-24T13:25:33Z,2010-05-23,Happy or content
sp10-01-38,2010-05-24T13:25:33Z,2010-05-23,Calm or peaceful
sp10-01-48,2010-05-24T14:16:29Z,2010-05-17,Happy or content
sp10-01-48,2010-05-24T14:16:29Z,2010-05-17,Calm or peaceful
sp10-01-48,2010-05-24T14:16:29Z,2010-05-17,Stressed or anxious
sp10-01-48,2010-05-24T14:16:29Z,2010-05-18,Happy or content
sp10-01-48,2010-05-24T14:16:29Z,2010-05-18,Calm or peaceful
sp10-01-48,2010-05-24T14:16:29Z,2010-05-19,Happy or content
sp10-01-48,2010-05-24T14:16:29Z,2010-05-19,Calm or peaceful
sp10-01-48,2010-05-24T14:16:29Z,2010-05-20,Happy or content
sp10-01-48,2010-05-24T14:16:29Z,2010-05-20,Calm or peaceful
sp10-01-48,2010-05-24T14:16:29Z,2010-05-21,Happy or content
sp10-01-48,2010-05-24T14:16:29Z,2010-05-21,Calm or peaceful
sp10-01-48,2010-05-24T14:16:29Z,2010-05-22,Happy or content
sp10-01-48,2010-05-24T14:16:29Z,2010-05-22,Calm or peaceful
sp10-01-48,2010-05-24T14:16:29Z,2010-05-23,Happy or content
sp10-01-48,2010-05-24T14:16:29Z,2010-05-23,Calm or peaceful
sp10-01-48,2010-05-24T14:16:29Z,2010-05-17,Happy or content
sp10-01-48,2010-05-24T14:16:29Z,2010-05-18,Happy or content
sp10-01-48,2010-05-24T14:16:29Z,2010-05-19,Happy or content
sp10-01-48,2010-05-24T14:16:29Z,2010-05-20,Happy or content
sp10-01-48,2010-05-24T14:16:29Z,2010-05-21,Happy or content
sp10-01-48,2010-05-24T14:16:29Z,2010-05-22,Happy or content
sp10-01-48,2010-05-24T14:16:29Z,2010-05-23,Happy or content
sp10-01-31,2010-05-24T00:22:56Z,2010-05-17,Happy or content
sp10-01-31,2010-05-24T00:22:56Z,2010-05-17,Calm or peaceful
sp10-01-31,2010-05-24T00:22:56Z,2010-05-17,Stressed or anxious
sp10-01-31,2010-05-24T00:22:56Z,2010-05-18,Happy or content
sp10-01-31,2010-05-24T00:22:56Z,2010-05-18,Calm or peaceful
sp10-01-31,2010-05-24T00:22:56Z,2010-05-18,Stressed or anxious
sp10-01-31,2010-05-24T00:22:56Z,2010-05-19,Happy or content
sp10-01-31,2010-05-24T00:22:56Z,2010-05-19,Calm or peaceful
sp10-01-31,2010-05-24T00:22:56Z,2010-05-19,Stressed or anxious
sp10-01-31,2010-05-24T00:22:56Z,2010-05-20,Happy or content
sp10-01-31,2010-05-24T00:22:56Z,2010-05-20,Calm or peaceful
sp10-01-31,2010-05-24T00:22:56Z,2010-05-20,Stressed or anxious
sp10-01-31,2010-05-24T00:22:56Z,2010-05-21,Happy or content
sp10-01-31,2010-05-24T00:22:56Z,2010-05-21,Calm or peaceful
sp10-01-31,2010-05-24T00:22:56Z,2010-05-21,Stressed or anxious
sp10-01-31,2010-05-24T00:22:56Z,2010-05-22,Happy or content
sp10-01-31,2010-05-24T00:22:56Z,2010-05-22,Calm or peaceful
sp10-01-31,2010-05-24T00:22:56Z,2010-05-22,Stressed or anxious
sp10-01-31,2010-05-24T00:22:56Z,2010-05-23,Happy or content
sp10-01-31,2010-05-24T00:22:56Z,2010-05-23,Calm or peaceful
sp10-01-31,2010-05-24T00:22:56Z,2010-05-23,Stressed or anxious
sp10-01-31,2010-05-24T00:22:56Z,2010-05-17,Calm or peaceful
sp10-01-31,2010-05-24T00:22:56Z,2010-05-18,Stressed or anxious
sp10-01-31,2010-05-24T00:22:56Z,2010-05-19,Happy or content
sp10-01-31,2010-05-24T00:22:56Z,2010-05-20,Stressed or anxious
sp10-01-31,2010-05-24T00:22:56Z,2010-05-21,Happy or content
sp10-01-31,2010-05-24T00:22:56Z,2010-05-22,Stressed or anxious
sp10-01-31,2010-05-24T00:22:56Z,2010-05-23,Happy or content
sp10-01-02,2010-05-23T22:43:15Z,2010-05-17,Calm or peaceful
sp10-01-02,2010-05-23T22:43:15Z,2010-05-18,Calm or peaceful
sp10-01-02,2010-05-23T22:43:15Z,2010-05-19,Calm or peaceful
sp10-01-02,2010-05-23T22:43:15Z,2010-05-20,Calm or peaceful
sp10-01-02,2010-05-23T22:43:15Z,2010-05-21,Calm or peaceful
sp10-01-02,2010-05-23T22:43:15Z,2010-05-22,Calm or peaceful
sp10-01-02,2010-05-23T22:43:15Z,2010-05-23,Calm or peaceful
sp10-01-02,2010-05-23T22:43:15Z,2010-05-17,Happy or content
sp10-01-02,2010-05-23T22:43:15Z,2010-05-18,Happy or content
sp10-01-02,2010-05-23T22:43:15Z,2010-05-19,Happy or content
sp10-01-02,2010-05-23T22:43:15Z,2010-05-20,Happy or content
sp10-01-02,2010-05-23T22:43:15Z,2010-05-21,Happy or content
sp10-01-02,2010-05-23T22:43:15Z,2010-05-22,Happy or content
sp10-01-02,2010-05-23T22:43:15Z,2010-05-23,Happy or content
sp10-01-01,2010-05-23T22:22:51Z,2010-05-17,Calm or peaceful
sp10-01-01,2010-05-23T22:22:51Z,2010-05-18,Calm or peaceful
sp10-01-01,2010-05-23T22:22:51Z,2010-05-19,Calm or peaceful
sp10-01-01,2010-05-23T22:22:51Z,2010-05-20,Calm or peaceful
sp10-01-01,2010-05-23T22:22:51Z,2010-05-21,Calm or peaceful
sp10-01-01,2010-05-23T22:22:51Z,2010-05-22,Calm or peaceful
sp10-01-01,2010-05-23T22:22:51Z,2010-05-23,Calm or peaceful
sp10-01-01,2010-05-23T22:22:51Z,2010-05-17,Happy or content
sp10-01-01,2010-05-23T22:22:51Z,2010-05-18,Happy or content
sp10-01-01,2010-05-23T22:22:51Z,2010-05-19,Happy or content
sp10-01-01,2010-05-23T22:22:51Z,2010-05-20,Happy or content
sp10-01-01,2010-05-23T22:22:51Z,2010-05-21,Happy or content
sp10-01-01,2010-05-23T22:22:51Z,2010-05-22,Happy or content
sp10-01-01,2010-05-23T22:22:51Z,2010-05-23,Happy or content
sp10-01-04,2010-05-23T21:03:34Z,2010-05-17,Happy or content
sp10-01-04,2010-05-23T21:03:34Z,2010-05-17,Calm or peaceful
sp10-01-04,2010-05-23T21:03:34Z,2010-05-17,Stressed or anxious
sp10-01-04,2010-05-23T21:03:34Z,2010-05-18,Happy or content
sp10-01-04,2010-05-23T21:03:34Z,2010-05-18,Calm or peaceful
sp10-01-04,2010-05-23T21:03:34Z,2010-05-19,Happy or content
sp10-01-04,2010-05-23T21:03:34Z,2010-05-19,Calm or peaceful
sp10-01-04,2010-05-23T21:03:34Z,2010-05-20,Happy or content
sp10-01-04,2010-05-23T21:03:34Z,2010-05-20,Calm or peaceful
